,customer_id,first_name,last_name,email,subscription_type,plan_type,auto_renew,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,discount_used_last_renewal,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,previous_renewal_status,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,subscription_start_date,subscription_end_date,csat_score,customer_age,gender,signup_source,payment_method,downgrade_history,subscription_status,Phone,full_name,churn_score,churn_risk
519,EC-2025-000520,James,Davis,james_davis@yahoo.com,Digital,Annual,Yes,4.84,2,2,No,0.42,6.35,Europe,Technology,0.6,1,Mobile,Manual,No Data,0.24,48,0.5,2025-01-14 05:54:16.428069,2026-01-14 05:54:16.428069,2,47,Male,Web,Credit Card,No,Active,+44-7730027418,James Davis,0.0011759107277885,Low
520,EC-2024-000521,Donald,Thompson,donald_thompson@hotmail.com,Digital,Monthly,Yes,2.04,29,0,Yes,0.4,9.92,Europe,Finance,0.75,1,Desktop,Auto,Newsletter Promo,0.2,59,0.6,2024-04-13 05:54:16.428076,2025-04-13 05:54:16.428076,5,28,Male,Web,PayPal,No,Active,+44-7288869404,Donald Thompson,0.9388764691677056,High
521,EC-2023-000522,Brian,Young,brian_young@hotmail.com,Digital+Print,Annual,No,3.69,0,0,Yes,0.03,9.01,Others,Culture,0.97,0,Desktop,Manual,No Data,0.04,-19,-1.03,2023-05-08 05:54:16.428080,2024-05-07 05:54:16.428080,1,46,Male,Web,Credit Card,Yes,Active,+30-7781891502,Brian Young,0.0115184709236429,Low
522,EC-2024-000523,Jerry,Brown,jerry_brown@hotmail.com,Digital,Monthly,No,0.0,3,0,No,0.34,8.29,Asia,Finance,0.89,1,Mobile,Auto,Retention Offer,0.24,-4,-0.72,2024-06-04 05:54:16.428082,2025-06-04 05:54:16.428082,5,32,Male,Mobile App,PayPal,No,Cancelled,+91-8712602823,Jerry Brown,0.6647365679168652,Churned
523,EC-2024-000524,Catherine,Lee,catherine_lee@outlook.com,Espresso,Monthly,Yes,2.12,24,1,No,0.98,9.96,North America,Technology,0.6,0,Mobile,Manual,Newsletter Promo,0.15,41,-0.27,2024-08-23 05:54:16.428085,2025-08-23 05:54:16.428085,5,61,Female,Referral,Credit Card,No,Active,+1-750-519-9437,Catherine Lee,0.7541655531183357,High
524,EC-2025-000525,Jason,Harris,jason_harris@yahoo.com,Digital,Monthly,Yes,2.95,12,0,No,0.87,5.46,Asia,Politics,0.75,1,Desktop,Auto,No Data,0.14,-31,-0.56,2025-02-16 05:54:16.428087,2026-02-16 05:54:16.428087,5,26,Male,Web,Credit Card,No,Active,+91-7554345724,Jason Harris,0.0239250427731885,Low
525,EC-2023-000526,Angela,Scott,angela_scott@hotmail.com,Digital,Monthly,No,1.64,16,0,Yes,0.33,14.12,North America,Finance,0.42,1,Mobile,Auto,No Data,0.23,-55,-0.37,2023-06-26 05:54:16.428089,2024-06-25 05:54:16.428089,2,59,Female,Mobile App,Debit Card,No,Cancelled,+1-512-441-5717,Angela Scott,0.956787094053424,Churned
526,EC-2024-000527,Cynthia,Scott,cynthia_scott@gmail.com,Espresso,Monthly,No,1.6,27,2,No,0.59,2.82,North America,Environment,0.69,2,Desktop,Auto,Newsletter Promo,0.24,47,-0.23,2024-12-17 05:54:16.428092,2025-12-17 05:54:16.428092,5,46,Female,Mobile App,Credit Card,No,Cancelled,+1-605-692-2384,Cynthia Scott,0.9959516985423356,Churned
527,EC-2024-000528,Raymond,Moore,raymond_moore@mail.com,Digital,Monthly,Yes,2.0,29,0,No,0.85,12.16,Europe,Culture,0.99,0,Mobile,Auto,Retention Offer,0.09,85,-0.13,2024-09-01 05:54:16.428094,2025-09-01 05:54:16.428094,4,32,Male,Web,PayPal,No,Active,+44-7075638476,Raymond Moore,0.7372712324457357,High
528,EC-2025-000529,Andrew,Jackson,andrew_jackson@hotmail.com,Digital+Print,Annual,No,3.44,10,2,No,0.44,8.69,North America,Politics,0.66,2,Desktop,Auto,No Data,0.28,-2,-0.75,2025-02-10 05:54:16.428097,2026-02-10 05:54:16.428097,3,34,Male,Mobile App,Credit Card,No,Active,+1-465-644-4403,Andrew Jackson,0.2098009502311742,Low
529,EC-2023-000530,Robert,Walker,robert_walker@gmail.com,Digital,Monthly,Yes,2.72,1,0,No,0.02,5.32,North America,Politics,0.95,1,Tablet,Auto,Newsletter Promo,0.16,-21,-0.21,2023-10-07 05:54:16.428099,2024-10-06 05:54:16.428099,4,33,Male,Mobile App,Credit Card,No,Active,+1-352-668-2454,Robert Walker,0.0198302761662691,Low
530,EC-2024-000531,John,White,john_white@gmail.com,Digital,Monthly,Yes,0.0,24,0,Yes,0.07,10.81,North America,Finance,0.59,1,Mobile,Auto,Retention Offer,0.4,-53,0.71,2024-01-24 05:54:16.428101,2025-01-23 05:54:16.428101,1,39,Male,Web,Credit Card,Yes,Cancelled,+1-770-330-6427,John White,0.9578750478509964,Churned
531,EC-2024-000532,Barbara,Thompson,barbara_thompson@gmail.com,Digital,Monthly,Yes,0.0,15,0,Yes,0.51,3.77,Europe,Technology,1.0,0,Desktop,Auto,No Data,0.32,-94,-0.13,2024-12-25 05:54:16.428103,2025-12-25 05:54:16.428103,2,57,Female,Web,Credit Card,No,Cancelled,+44-7963687588,Barbara Thompson,0.8917104081330574,Churned
532,EC-2025-000533,Victoria,Young,victoria_young@icloud.com,Digital,Annual,No,2.09,1,2,Yes,0.97,10.16,Asia,Culture,0.71,1,Desktop,Auto,Survey,0.13,-61,0.3,2025-04-18 05:54:16.428105,2026-04-18 05:54:16.428105,3,66,Female,Web,Credit Card,No,Active,+91-8047478203,Victoria Young,0.5156006853002664,Medium
533,EC-2024-000534,Stephanie,Rivera,stephanie_rivera@yahoo.com,Digital,Monthly,No,3.69,28,2,No,0.69,4.31,Others,Technology,0.33,2,Desktop,Auto,Retention Offer,0.42,-42,-0.03,2024-01-17 05:54:16.428107,2025-01-16 05:54:16.428107,2,60,Female,Web,Credit Card,No,Cancelled,+81-8405154572,Stephanie Rivera,0.9221759619717484,Churned
534,EC-2024-000535,Gary,Clark,gary_clark@gmail.com,Digital,Monthly,Yes,0.0,18,1,No,0.07,11.85,North America,Finance,0.71,0,Desktop,Auto,No Data,0.16,-65,0.06,2024-03-18 05:54:16.428109,2025-03-18 05:54:16.428109,2,28,Male,Web,Credit Card,Yes,Cancelled,+1-438-637-7065,Gary Clark,0.8605484929403949,Churned
535,EC-2022-000536,Carolyn,Taylor,carolyn_taylor@mail.com,Espresso,Monthly,Yes,2.25,22,0,No,0.19,6.3,Europe,Culture,0.49,3,Desktop,Manual,No Data,0.38,71,-0.06,2022-10-01 05:54:16.428112,2023-10-01 05:54:16.428112,5,55,Female,Web,Credit Card,No,Active,+44-7205774648,Carolyn Taylor,0.2950193949734229,Low
536,EC-2025-000537,Samantha,Davis,samantha_davis@yahoo.com,Digital,Monthly,Yes,2.21,18,1,No,0.77,8.2,Others,Finance,0.32,0,Desktop,Manual,Newsletter Promo,0.23,7,0.37,2025-04-02 05:54:16.428114,2026-04-02 05:54:16.428114,4,42,Female,Mobile App,PayPal,No,Active,+31-8092765915,Samantha Davis,0.4593217804113267,Low
537,EC-2024-000538,Nicholas,Brown,nicholas_brown@hotmail.com,Digital+Print,Monthly,No,5.08,24,0,Yes,0.84,11.18,North America,Politics,0.87,3,Desktop,Auto,No Data,0.1,-70,-0.41,2024-10-04 05:54:16.428116,2025-10-04 05:54:16.428116,3,47,Male,Mobile App,Credit Card,No,Cancelled,+1-524-917-5990,Nicholas Brown,0.7474870179386084,Churned
538,EC-2024-000539,Stephen,Harris,stephen_harris@mail.com,Digital+Print,Monthly,Yes,2.42,15,2,No,0.62,6.91,Asia,Technology,0.49,0,Desktop,Manual,Survey,0.46,69,0.09,2024-09-19 05:54:16.428118,2025-09-19 05:54:16.428118,5,19,Male,Mobile App,PayPal,No,Active,+91-7831120753,Stephen Harris,0.3756738100976687,Low
539,EC-2024-000540,Kimberly,Ramirez,kimberly_ramirez@icloud.com,Digital,Monthly,Yes,3.57,21,1,No,0.64,9.77,Asia,Environment,0.86,2,Mobile,Auto,Newsletter Promo,0.11,-57,-0.29,2024-06-21 05:54:16.428120,2025-06-21 05:54:16.428120,3,18,Female,Mobile App,Credit Card,No,Active,+91-8043231793,Kimberly Ramirez,0.1101942889815143,Low
540,EC-2024-000541,Charles,Mitchell,charles_mitchell@hotmail.com,Digital,Annual,Yes,3.21,18,3,No,0.03,3.94,North America,Culture,0.5,0,Tablet,Auto,Retention Offer,0.25,70,0.34,2024-04-12 05:54:16.428122,2025-04-12 05:54:16.428122,4,69,Male,Referral,PayPal,No,Active,+1-322-698-1167,Charles Mitchell,0.2909714620219264,Low
541,EC-2023-000542,Pamela,Campbell,pamela_campbell@gmail.com,Digital+Print,Monthly,Yes,0.0,8,2,Yes,0.83,12.52,Asia,Technology,0.44,1,Mobile,Auto,Survey,0.32,-58,-0.55,2023-03-29 05:54:16.428124,2024-03-28 05:54:16.428124,5,55,Female,Mobile App,Credit Card,No,Cancelled,+91-8214323237,Pamela Campbell,0.8552959446871528,Churned
542,EC-2024-000543,Justin,Wilson,justin_wilson@gmail.com,Digital,Monthly,Yes,4.15,0,0,No,0.79,17.06,Asia,Technology,0.98,1,Mobile,Manual,No Data,0.23,74,0.33,2024-06-18 05:54:16.428127,2025-06-18 05:54:16.428127,3,54,Male,Web,Credit Card,Yes,Active,+91-9547085748,Justin Wilson,0.0015997216331664,Low
543,EC-2024-000544,Jerry,Lewis,jerry_lewis@gmail.com,Digital,Monthly,Yes,3.32,9,0,No,0.26,21.17,North America,Environment,0.55,1,Mobile,Auto,Newsletter Promo,0.15,33,0.1,2024-10-03 05:54:16.428128,2025-10-03 05:54:16.428128,5,26,Male,Web,Credit Card,No,Active,+1-987-901-8132,Jerry Lewis,0.0299361343641564,Low
544,EC-2023-000545,Samantha,Ramirez,samantha_ramirez@icloud.com,Espresso,Annual,No,3.76,18,0,No,0.71,10.36,North America,Finance,0.72,1,Mobile,Manual,No Data,0.04,-8,-0.63,2023-08-17 05:54:16.428131,2024-08-16 05:54:16.428131,2,22,Female,Web,Credit Card,No,Active,+1-929-857-6933,Samantha Ramirez,0.0933829189587254,Low
545,EC-2024-000546,Julie,Mitchell,julie_mitchell@icloud.com,Digital,Monthly,Yes,8.89,0,1,Yes,0.21,13.15,North America,Finance,0.73,1,Mobile,Manual,No Data,0.38,93,0.87,2024-07-07 05:54:16.428133,2025-07-07 05:54:16.428133,1,67,Female,Mobile App,PayPal,Yes,Active,+1-652-990-6893,Julie Mitchell,0.0003586656533026,Low
546,EC-2024-000547,Brenda,Nguyen,brenda_nguyen@outlook.com,Digital+Print,Annual,No,0.0,1,0,No,0.04,2.88,North America,Environment,0.69,3,Mobile,Auto,No Data,0.51,-15,0.28,2024-03-23 05:54:16.428135,2025-03-23 05:54:16.428135,3,41,Female,Mobile App,Credit Card,No,Active,+1-601-656-4837,Brenda Nguyen,0.3459835281166213,Low
547,EC-2024-000548,Jeffrey,Hernandez,jeffrey_hernandez@hotmail.com,Digital+Print,Monthly,Yes,5.59,15,1,Yes,0.2,16.01,Europe,Culture,0.94,4,Mobile,Auto,Survey,0.58,-92,-0.54,2024-02-19 05:54:16.428137,2025-02-18 05:54:16.428137,4,44,Male,Mobile App,Debit Card,Yes,Active,+44-7875324507,Jeffrey Hernandez,0.0252279284979604,Low
548,EC-2023-000549,Lisa,Gonzalez,lisa_gonzalez@hotmail.com,Digital,Monthly,Yes,2.57,11,1,Yes,0.18,13.1,Europe,Finance,0.77,1,Desktop,Auto,Newsletter Promo,0.34,-90,0.08,2023-10-04 05:54:16.428139,2024-10-03 05:54:16.428139,3,47,Female,Mobile App,PayPal,No,Active,+44-7699234175,Lisa Gonzalez,0.5356132854942133,Medium
549,EC-2024-000550,Patrick,Lopez,patrick_lopez@hotmail.com,Digital,Monthly,No,3.43,7,3,No,0.34,8.06,North America,Finance,0.58,0,Mobile,Auto,Newsletter Promo,0.09,-21,-0.82,2024-12-28 05:54:16.428141,2025-12-28 05:54:16.428141,1,68,Male,Mobile App,Credit Card,No,Active,+1-530-750-9094,Patrick Lopez,0.7967358071572592,High
550,EC-2023-000551,Steven,Scott,steven_scott@yahoo.com,Digital,Annual,Yes,2.93,22,1,Yes,0.42,14.95,Others,Finance,0.9,0,Mobile,Auto,No Data,0.14,8,-0.86,2023-04-09 05:54:16.428143,2024-04-08 05:54:16.428143,3,32,Male,Mobile App,Credit Card,No,Active,+87-4974651431,Steven Scott,0.096978704276034,Low
551,EC-2025-000552,Larry,Wilson,larry_wilson@yahoo.com,Espresso,Monthly,No,2.36,17,0,No,0.51,8.98,North America,Politics,0.43,0,Mobile,Auto,Newsletter Promo,0.35,17,0.6,2025-01-13 05:54:16.428145,2026-01-13 05:54:16.428145,3,64,Male,Referral,Debit Card,No,Cancelled,+1-286-979-9846,Larry Wilson,0.8807485444569998,Churned
552,EC-2023-000553,Barbara,Adams,barbara_adams@gmail.com,Digital,Annual,Yes,2.15,1,0,Yes,0.48,8.17,North America,Environment,0.68,3,Mobile,Auto,No Data,0.24,-83,-0.6,2023-02-28 05:54:16.428148,2024-02-28 05:54:16.428148,3,26,Female,Mobile App,Credit Card,Yes,Active,+1-307-373-9125,Barbara Adams,0.0074288318112683,Low
553,EC-2025-000554,Kimberly,Rodriguez,kimberly_rodriguez@yahoo.com,Digital+Print,Annual,Yes,3.49,24,1,No,0.27,11.9,North America,Finance,0.97,1,Mobile,Auto,Newsletter Promo,0.03,52,0.39,2025-03-24 05:54:16.428149,2026-03-24 05:54:16.428149,4,63,Female,Mobile App,PayPal,No,Active,+1-872-459-3223,Kimberly Rodriguez,0.1984514186580517,Low
554,EC-2023-000555,Jerry,Garcia,jerry_garcia@icloud.com,Digital,Monthly,No,0.72,28,1,No,0.03,5.75,Europe,Culture,0.74,1,Desktop,Auto,Retention Offer,0.22,-4,0.58,2023-10-27 05:54:16.428152,2024-10-26 05:54:16.428152,1,54,Male,Mobile App,Debit Card,No,Cancelled,+44-7554592747,Jerry Garcia,0.9955541166697932,Churned
555,EC-2025-000556,Pamela,Lopez,pamela_lopez@gmail.com,Digital,Monthly,Yes,4.13,12,1,No,0.61,14.09,Europe,Politics,0.87,2,Tablet,Auto,No Data,0.21,85,-0.49,2025-02-16 05:54:16.428154,2026-02-16 05:54:16.428154,1,47,Female,Web,PayPal,No,Active,+44-7557578012,Pamela Lopez,0.0771297320658495,Low
556,EC-2023-000557,Sharon,Campbell,sharon_campbell@outlook.com,Digital,Monthly,Yes,2.38,5,1,No,0.4,5.78,North America,Finance,0.76,1,Desktop,Auto,No Data,0.1,-71,1.04,2023-10-09 05:54:16.428156,2024-10-08 05:54:16.428156,4,66,Female,Web,PayPal,No,Active,+1-456-948-1873,Sharon Campbell,0.2110880390236474,Low
557,EC-2024-000558,Cynthia,Hill,cynthia_hill@icloud.com,Digital+Print,Monthly,No,1.3,20,0,Yes,0.3,5.8,North America,Politics,0.89,1,Desktop,Auto,No Data,0.22,14,0.05,2024-11-13 05:54:16.428158,2025-11-13 05:54:16.428158,3,32,Female,Web,PayPal,No,Cancelled,+1-745-368-4022,Cynthia Hill,0.9914881792952857,Churned
558,EC-2024-000559,Nancy,Perez,nancy_perez@hotmail.com,Digital,Annual,No,2.32,25,2,No,0.87,6.36,Asia,Culture,0.96,2,Mobile,Auto,No Data,0.09,-100,0.02,2024-09-20 05:54:16.428160,2025-09-20 05:54:16.428160,3,37,Female,Web,PayPal,No,Active,+91-9655512197,Nancy Perez,0.869967314980103,High
559,EC-2025-000560,Margaret,Mitchell,margaret_mitchell@mail.com,Digital,Annual,Yes,4.89,5,0,Yes,0.75,13.04,Others,Technology,0.49,1,Mobile,Manual,Retention Offer,0.35,90,-0.5,2025-02-12 05:54:16.428162,2026-02-12 05:54:16.428162,1,66,Female,Referral,Credit Card,No,Active,+26-6896635214,Margaret Mitchell,0.0007014889144642,Low
560,EC-2023-000561,Paul,Thompson,paul_thompson@outlook.com,Digital,Monthly,Yes,2.2,8,2,No,0.86,7.53,North America,Technology,0.42,1,Mobile,Auto,Newsletter Promo,0.21,-4,-0.49,2023-05-08 05:54:16.428164,2024-05-07 05:54:16.428164,3,42,Male,Web,Credit Card,No,Active,+1-951-397-7809,Paul Thompson,0.3082564268814566,Low
561,EC-2024-000562,Stephanie,Nguyen,stephanie_nguyen@hotmail.com,Digital+Print,Monthly,Yes,3.54,15,0,Yes,0.49,4.61,North America,Politics,0.64,0,Desktop,Auto,No Data,0.1,12,-1.1,2024-09-30 05:54:16.428166,2025-09-30 05:54:16.428166,2,26,Female,Web,PayPal,No,Active,+1-463-916-4835,Stephanie Nguyen,0.2027302374738404,Low
562,EC-2024-000563,Gregory,Wright,gregory_wright@gmail.com,Digital,Annual,No,1.9,10,2,No,0.13,7.58,Europe,Politics,0.79,0,Mobile,Manual,Newsletter Promo,0.45,-22,-0.39,2024-09-13 05:54:16.428168,2025-09-13 05:54:16.428168,3,62,Other,Web,Debit Card,No,Active,+44-7895845513,Gregory Wright,0.5439476742499937,Medium
563,EC-2023-000564,Linda,Garcia,linda_garcia@mail.com,Digital+Print,Monthly,No,4.14,6,1,No,0.7,9.87,Asia,Politics,0.46,1,Desktop,Auto,No Data,0.28,-72,0.58,2023-04-23 05:54:16.428170,2024-04-22 05:54:16.428170,3,39,Female,Web,Credit Card,Yes,Active,+91-8125810203,Linda Garcia,0.1155445817456414,Low
564,EC-2024-000565,Charles,Miller,charles_miller@gmail.com,Digital,Annual,Yes,4.03,9,1,No,0.21,5.28,North America,Politics,0.3,2,Mobile,Manual,No Data,0.34,-35,-0.51,2024-02-01 05:54:16.428172,2025-01-31 05:54:16.428172,5,30,Male,Referral,Credit Card,No,Active,+1-541-547-1760,Charles Miller,0.0020593288039625,Low
565,EC-2023-000566,John,Torres,john_torres@outlook.com,Digital,Monthly,No,5.77,9,2,Yes,0.44,5.39,Others,Technology,0.54,2,Mobile,Auto,Newsletter Promo,0.32,80,-0.47,2023-03-25 05:54:16.428174,2024-03-24 05:54:16.428174,1,54,Male,Web,Credit Card,Yes,Active,+74-2889238758,John Torres,0.2100069007516458,Low
566,EC-2023-000567,Helen,Thomas,helen_thomas@yahoo.com,Digital+Print,Monthly,No,2.74,29,3,No,0.07,18.45,Europe,Technology,0.98,0,Tablet,Manual,No Data,0.51,4,-0.64,2023-12-29 05:54:16.428176,2024-12-28 05:54:16.428176,1,45,Other,Referral,PayPal,No,Cancelled,+44-7938346808,Helen Thomas,0.9958066994897607,Churned
567,EC-2023-000568,Benjamin,Roberts,benjamin_roberts@outlook.com,Digital+Print,Monthly,No,4.0,24,2,No,0.83,6.56,Europe,Technology,0.79,1,Desktop,Manual,Retention Offer,0.21,-82,-0.68,2023-07-01 05:54:16.428179,2024-06-30 05:54:16.428179,2,31,Male,Web,Credit Card,No,Cancelled,+44-7944599868,Benjamin Roberts,0.8449719825356558,Churned
568,EC-2024-000569,Patricia,Lee,patricia_lee@icloud.com,Digital,Monthly,Yes,3.15,19,0,No,0.13,8.71,Europe,Finance,0.58,1,Desktop,Auto,No Data,0.2,-35,0.44,2024-01-11 05:54:16.428180,2025-01-10 05:54:16.428180,2,47,Female,Referral,PayPal,Yes,Active,+44-7116289807,Patricia Lee,0.1852930113944399,Low
569,EC-2022-000570,Jack,Sanchez,jack_sanchez@yahoo.com,Digital,Monthly,Yes,4.94,17,1,Yes,0.9,8.53,Others,Politics,0.43,2,Desktop,Auto,Newsletter Promo,0.41,11,-0.61,2022-12-06 05:54:16.428183,2023-12-06 05:54:16.428183,2,56,Male,Mobile App,Debit Card,No,Active,+37-8766103698,Jack Sanchez,0.0822247583659506,Low
570,EC-2023-000571,Andrew,Johnson,andrew_johnson@gmail.com,Digital+Print,Monthly,Yes,1.92,27,1,No,0.86,8.31,Asia,Politics,0.55,1,Desktop,Manual,Retention Offer,0.16,79,-0.07,2023-07-08 05:54:16.428185,2024-07-07 05:54:16.428185,1,22,Male,Mobile App,Credit Card,Yes,Cancelled,+91-8963041651,Andrew Johnson,0.584898634035047,Churned
571,EC-2023-000572,Sharon,Smith,sharon_smith@icloud.com,Digital,Monthly,Yes,4.12,23,2,No,0.46,12.49,North America,Politics,0.42,3,Desktop,Manual,No Data,0.16,58,-0.18,2023-01-20 05:54:16.428187,2024-01-20 05:54:16.428187,5,29,Female,Web,Debit Card,Yes,Active,+1-449-370-3118,Sharon Smith,0.2152960458129131,Low
572,EC-2023-000573,Gregory,Miller,gregory_miller@icloud.com,Digital,Annual,Yes,2.71,19,1,No,0.74,13.79,North America,Culture,0.37,0,Tablet,Manual,No Data,0.24,-41,0.48,2023-02-28 05:54:16.428189,2024-02-28 05:54:16.428189,5,52,Male,Mobile App,Debit Card,No,Active,+1-531-283-8073,Gregory Miller,0.0934694530616808,Low
573,EC-2022-000574,Larry,Martinez,larry_martinez@hotmail.com,Digital,Annual,Yes,2.9,28,1,Yes,0.62,8.78,Europe,Technology,0.93,1,Mobile,Auto,No Data,0.3,16,-0.42,2022-10-25 05:54:16.428191,2023-10-25 05:54:16.428191,4,58,Male,Mobile App,Debit Card,No,Active,+44-7117431829,Larry Martinez,0.3978146422145633,Low
574,EC-2023-000575,Steven,Perez,steven_perez@outlook.com,Digital,Monthly,No,3.14,8,1,Yes,0.8,5.05,North America,Politics,1.0,1,Desktop,Manual,No Data,0.24,-33,-0.22,2023-12-26 05:54:16.428193,2024-12-25 05:54:16.428193,1,59,Male,Web,Credit Card,No,Active,+1-766-794-5754,Steven Perez,0.8233155751531159,High
575,EC-2024-000576,Nicole,Thompson,nicole_thompson@yahoo.com,Digital+Print,Monthly,Yes,3.38,14,1,No,0.43,15.1,Asia,Politics,0.41,3,Desktop,Auto,No Data,0.23,-8,-0.55,2024-04-18 05:54:16.428195,2025-04-18 05:54:16.428195,4,18,Female,Web,Credit Card,No,Active,+91-8410647449,Nicole Thompson,0.0366942978045525,Low
576,EC-2024-000577,Jacob,Davis,jacob_davis@mail.com,Digital,Monthly,Yes,2.83,3,0,No,0.79,9.62,Asia,Culture,0.34,3,Mobile,Auto,Newsletter Promo,0.15,57,-0.32,2024-09-10 05:54:16.428197,2025-09-10 05:54:16.428197,3,63,Male,Referral,PayPal,No,Active,+91-8426504501,Jacob Davis,0.0219130541865584,Low
577,EC-2022-000578,Andrew,Lewis,andrew_lewis@gmail.com,Digital,Monthly,Yes,3.32,7,2,No,0.46,16.92,Asia,Technology,0.53,1,Desktop,Auto,No Data,0.19,40,-0.45,2022-10-30 05:54:16.428199,2023-10-30 05:54:16.428199,2,18,Male,Web,Credit Card,Yes,Active,+91-8930431518,Andrew Lewis,0.029917809128989,Low
578,EC-2023-000579,Janet,Flores,janet_flores@mail.com,Espresso,Monthly,Yes,5.37,8,1,No,0.94,1.02,Others,Technology,0.62,1,Tablet,Auto,No Data,0.27,42,-0.07,2023-05-28 05:54:16.428201,2024-05-27 05:54:16.428201,4,59,Female,Referral,Credit Card,No,Active,+72-2640654404,Janet Flores,0.0044986372201891,Low
579,EC-2024-000580,William,Smith,william_smith@gmail.com,Digital+Print,Monthly,Yes,4.48,12,0,No,0.49,10.78,North America,Finance,0.44,1,Mobile,Auto,Newsletter Promo,0.06,47,0.8,2024-09-16 05:54:16.428203,2025-09-16 05:54:16.428203,4,60,Male,Mobile App,Debit Card,No,Active,+1-372-814-6637,William Smith,0.0264024095804714,Low
580,EC-2024-000581,Daniel,Wright,daniel_wright@yahoo.com,Digital+Print,Monthly,No,4.3,8,2,Yes,0.46,17.67,Asia,Politics,0.51,1,Mobile,Auto,No Data,0.4,61,-0.1,2024-01-10 05:54:16.428205,2025-01-09 05:54:16.428205,1,37,Male,Web,PayPal,Yes,Active,+91-7074815280,Daniel Wright,0.5738057835284526,Medium
581,EC-2023-000582,Kimberly,Scott,kimberly_scott@mail.com,Digital+Print,Monthly,Yes,2.32,25,1,No,0.79,8.59,Asia,Environment,0.44,1,Mobile,Auto,Survey,0.35,47,0.59,2023-09-30 05:54:16.428207,2024-09-29 05:54:16.428207,2,51,Female,Web,Credit Card,Yes,Active,+91-8831034178,Kimberly Scott,0.5891214775218642,Medium
582,EC-2023-000583,Sharon,Mitchell,sharon_mitchell@outlook.com,Digital,Monthly,Yes,1.67,3,1,Yes,0.82,9.1,North America,Culture,0.84,1,Desktop,Auto,Retention Offer,0.48,-51,0.47,2023-08-18 05:54:16.428209,2024-08-17 05:54:16.428209,2,51,Female,Referral,Credit Card,No,Cancelled,+1-871-993-5115,Sharon Mitchell,0.410685671985641,Churned
583,EC-2025-000584,Andrew,Garcia,andrew_garcia@yahoo.com,Digital,Monthly,Yes,4.43,16,1,No,0.55,11.18,Asia,Finance,0.8,0,Desktop,Manual,Survey,0.33,-12,-0.02,2025-02-08 05:54:16.428211,2026-02-08 05:54:16.428211,5,41,Male,Mobile App,PayPal,No,Active,+91-7145760876,Andrew Garcia,0.0450205236812183,Low
584,EC-2023-000585,Sarah,Roberts,sarah_roberts@yahoo.com,Digital+Print,Annual,Yes,4.31,15,3,Yes,0.18,7.76,North America,Culture,0.74,0,Mobile,Auto,Retention Offer,0.04,54,0.48,2023-07-24 05:54:16.428214,2024-07-23 05:54:16.428214,4,45,Female,Web,PayPal,No,Active,+1-692-314-9798,Sarah Roberts,0.1606300109557176,Low
585,EC-2023-000586,Christine,Anderson,christine_anderson@yahoo.com,Digital+Print,Monthly,Yes,5.21,14,1,No,0.47,8.75,Asia,Culture,0.57,1,Desktop,Auto,Newsletter Promo,0.33,57,0.12,2023-06-13 05:54:16.428215,2024-06-12 05:54:16.428215,5,28,Female,Mobile App,Credit Card,No,Active,+91-7005776259,Christine Anderson,0.0109791877644142,Low
586,EC-2023-000587,Steven,Hernandez,steven_hernandez@icloud.com,Digital+Print,Monthly,No,2.09,2,0,No,0.97,8.65,Europe,Politics,0.94,2,Mobile,Auto,Newsletter Promo,0.23,83,-0.71,2023-10-01 05:54:16.428217,2024-09-30 05:54:16.428217,4,25,Male,Web,Credit Card,No,Active,+44-7469197271,Steven Hernandez,0.3337670625886104,Low
587,EC-2024-000588,Nancy,Gonzalez,nancy_gonzalez@outlook.com,Digital,Monthly,Yes,2.66,24,0,No,0.75,7.49,North America,Finance,0.98,1,Desktop,Auto,No Data,0.35,92,-0.02,2024-10-01 05:54:16.428219,2025-10-01 05:54:16.428219,1,52,Female,Mobile App,PayPal,Yes,Active,+1-784-798-6837,Nancy Gonzalez,0.5867390740215157,Medium
588,EC-2024-000589,Daniel,King,daniel_king@outlook.com,Digital,Monthly,No,0.54,19,2,No,0.81,14.92,Europe,Politics,0.42,1,Mobile,Auto,Retention Offer,0.1,-2,0.1,2024-07-06 05:54:16.428221,2025-07-06 05:54:16.428221,1,58,Male,Web,Credit Card,No,Cancelled,+44-7165875795,Daniel King,0.9936638090677148,Churned
589,EC-2023-000590,Nicholas,White,nicholas_white@mail.com,Digital+Print,Annual,Yes,2.41,4,1,No,0.03,11.84,Europe,Politics,0.46,0,Mobile,Auto,No Data,0.23,82,0.88,2023-08-28 05:54:16.428223,2024-08-27 05:54:16.428223,3,33,Male,Web,Credit Card,No,Active,+44-7221729106,Nicholas White,0.0097867272664152,Low
590,EC-2024-000591,Sharon,Martin,sharon_martin@outlook.com,Digital,Monthly,Yes,4.49,22,0,Yes,0.47,11.0,North America,Technology,0.67,2,Desktop,Auto,No Data,0.5,12,-0.47,2024-11-08 05:54:16.428226,2025-11-08 05:54:16.428226,4,33,Female,Web,Credit Card,No,Active,+1-509-768-5511,Sharon Martin,0.1535537290676957,Low
